0	-0.25107
0.046052	0.025142
0.092103	0.057607
0.13816	-0.14843
0.18421	0.17735
0.23026	0.049328
0.27631	-0.14155
0.32236	-0.14604
0.36841	-0.030475
0.41447	0.19078
0.46052	0.0027328
0.50657	-0.094912
0.55262	-0.10949
0.59867	-0.099856
0.64472	-0.079485
0.69078	0.08922
0.73683	0.051173
0.78288	-0.090805
0.82893	-0.053944
0.87498	0.041444
0.92103	-0.014795
0.96709	-0.13228
1.0131	-0.027506
1.0592	-0.020941
1.1052	-0.0010631
1.1513	0.11118
1.1973	0.22833
1.2434	0.080108
1.2894	0.073417
1.3355	0.10632
1.3816	-0.14155
1.4276	0.08734
1.4737	-0.025085
1.5197	0.016169
1.5658	-0.15563
1.6118	0.16307
1.6579	-0.0037994
1.7039	-0.038589
1.75	0.0061424
1.796	0.11083
1.8421	0.077901
1.8881	0.11816
1.9342	0.11849
1.9802	0.01916
2.0263	-0.016722
2.0723	0.090111
2.1184	-0.032479
2.1644	-0.033415
2.2105	0.071734
2.2565	0.063293
2.3026	0.037254
2.3486	-0.026656
2.3947	-0.074057
2.4407	-0.017364
2.4868	0.077703
2.5328	-0.27316
2.5789	-0.15507
2.6249	0.13176
2.671	-0.043865
2.7171	-0.075902
2.7631	0.10284
2.8092	-0.15458
2.8552	-0.072451
2.9013	0.022901
2.9473	-0.052098
2.9934	0.03819
3.0394	0.19789
3.0855	0.25976
3.1315	0.25211
3.1776	0.54073
3.2236	0.54619
3.2697	0.76124
3.3157	0.80432
3.3618	1.04
3.4078	1.1627
3.4539	1.1762
3.4999	1.2606
3.546	1.4025
3.592	1.3258
3.6381	1.5556
3.6841	1.4465
3.7302	1.5766
3.7762	1.568
3.8223	1.5523
3.8683	1.6393
3.9144	1.725
3.9604	1.6657
4.0065	1.6247
4.0525	1.7636
4.0986	1.769
4.1447	1.7461
4.1907	1.7301
4.2368	1.833
4.2828	1.8964
4.3289	2.141
4.3749	1.9812
4.421	2.0984
4.467	1.8722
4.5131	1.9209
4.5591	1.9675
4.6052	1.8375
4.6512	1.7978
4.6973	1.7937
4.7433	1.8129
4.7894	1.8949
4.8354	1.8928
4.8815	2.0111
4.9275	1.9461
4.9736	1.8408
5.0196	1.828
5.0657	2.0032
5.1117	1.8177
5.1578	1.9726
5.2038	2.0686
5.2499	1.8887
5.2959	2.0818
5.342	2.0305
5.388	1.9362
5.4341	1.9479
5.4802	2.104
5.5262	1.9554
5.5723	1.8097
5.6183	1.7825
5.6644	2.0412
5.7104	2.0032
5.7565	1.9143
5.8025	1.9657
5.8486	1.9689
5.8946	2.084
5.9407	2.1026
5.9867	1.9833
6.0328	1.8991
6.0788	2.015
6.1249	2.1574
6.1709	1.9966
6.217	1.985
6.263	1.9863
6.3091	1.8606
6.3551	2.0006
6.4012	2.0315
6.4472	1.7046
6.4933	1.8348
6.5393	2.0299
6.5854	1.9798
6.6314	1.9785
6.6775	2.0059
6.7235	1.8825
6.7696	2.0082
6.8157	2.0735
6.8617	1.8778
6.9078	2.0372
6.9538	1.9321
6.9999	2.0614
7.0459	2.0685
7.092	2.1229
7.138	2.0638
7.1841	1.9793
7.2301	2.0589
7.2762	2.0383
7.3222	1.991
7.3683	2.0907
7.4143	2.0961
7.4604	1.9098
7.5064	2.0199
7.5525	2
7.5985	2.1701
7.6446	1.8888
7.6906	1.9429
7.7367	1.8114
7.7827	1.8238
7.8288	2.2337
7.8748	2.0135
7.9209	2.1355
7.9669	1.9451
8.013	2.0051
8.059	1.8809
8.1051	1.7736
8.1512	2.2017
8.1972	2.0127
8.2433	1.9224
8.2893	1.9923
8.3354	2.1714
8.3814	2.0096
8.4275	2.1666
8.4735	1.9776
8.5196	1.9215
8.5656	2.1472
8.6117	1.7997
8.6577	2.0822
8.7038	2.1443
8.7498	1.9934
8.7959	2.0819
8.8419	2.1819
8.888	1.9747
8.934	2.0096
8.9801	2.0084
9.0261	1.9423
9.0722	2.2474
9.1182	1.9846
9.1643	2.1467
9.2103	1.994
9.2564	1.9838
9.3024	2.0362
9.3485	2.0649
9.3945	1.9042
9.4406	2.112
9.4867	2.0582
9.5327	1.9874
9.5788	2.0654
9.6248	1.9581
9.6709	2.0719
9.7169	1.8391
9.763	2.0189
9.809	2.0159
9.8551	2.0637
9.9011	2.1538
9.9472	1.9631
9.9932	2.095
10.039	1.9767
10.085	1.9635
10.131	1.9687
10.177	2.0262
10.223	1.8462
10.27	1.9584
10.316	1.9534
10.362	1.8071
10.408	2.1232
10.454	1.9416
10.5	1.9508
10.546	2.1738
10.592	2.0288
10.638	1.9713
10.684	1.9417
10.73	2.1613
10.776	1.8785
10.822	1.9776
10.868	2.0142
10.914	1.9206
10.96	2.0211
11.006	1.9187
11.052	2.0341
11.098	1.9904
11.145	2.0788
11.191	2.0093
11.237	1.9015
11.283	1.9859
11.329	1.9807
11.375	2.1413
11.421	2.037
11.467	1.9801
11.513	1.9399
11.559	2.0109
11.605	1.8831
11.651	1.7983
11.697	2.0733
11.743	1.9927
11.789	2.2047
11.835	2.1972
11.881	2.1142
11.927	1.9542
11.973	1.9831
