0 0.013451
0.0046052 0.05052
0.0092103 0.09766
0.013816 0.13208
0.018421 0.15338
0.023026 0.21224
0.027631 0.24158
0.032236 0.27797
0.036841 0.30927
0.041447 0.32772
0.046052 0.3771
0.050657 0.39085
0.055262 0.42333
0.059867 0.43889
0.064472 0.46747
0.069078 0.47298
0.073683 0.52568
0.078288 0.53984
0.082893 0.5677
0.087498 0.57202
0.092103 0.59657
0.096709 0.61036
0.10131	0.63061
0.10592	0.65276
0.11052	0.67028
0.11513	0.68565
0.11973	0.71303
0.12434	0.72296
0.12894	0.72481
0.13355	0.73706
0.13816	0.7517
0.14276	0.76182
0.14737	0.78082
0.15197	0.79495
0.15658	0.79456
0.16118	0.80655
0.16579	0.80732
0.17039	0.79685
0.175	0.82734
0.1796	0.81436
0.18421	0.83699
0.18881	0.86892
0.19342	0.86638
0.19802	0.84878
0.20263	0.86385
0.20723	0.87261
0.21184	0.86882
0.21644	0.8856
0.22105	0.89232
0.22565	0.88908
0.23026	0.89661
0.23486	0.90921
0.23947	0.91568
0.24407	0.91373
0.24868	0.913
0.25328	0.92923
0.25789	0.92198
0.26249	0.92839
0.2671	0.93734
0.27171	0.93971
0.27631	0.94414
0.28092	0.93705
0.28552	0.95968
0.29013	0.94441
0.29473	0.9462
0.29934	0.94942
0.30394	0.94185
0.30855	0.95141
0.31315	0.96139
0.31776	0.96799
0.32236	0.94471
0.32697	0.96071
0.33157	0.95004
0.33618	0.94199
0.34078	0.98005
0.34539	0.97795
0.34999	0.96863
0.3546	0.98893
0.3592	0.97241
0.36381	0.97865
0.36841	0.98071
0.37302	0.97204
0.37762	0.95982
0.38223	0.9844
0.38683	0.97839
0.39144	0.96685
0.39604	0.97454
0.40065	0.98535
0.40525	0.97067
0.40986	0.97546
0.41447	0.9859
0.41907	0.98691
0.42368	0.97868
0.42828	0.98475
0.43289	0.99302
0.43749	0.97391
0.4421	0.98996
0.4467	0.99041
0.45131	0.98299
0.45591	0.98584
0.46052	0.98709
0.46512	0.98769
0.46973	0.98486
0.47433	0.99592
0.47894	0.99849
0.48354	0.98389
0.48815	0.99897
0.49275	0.97696
0.49736	0.99067
0.50196	0.99659
0.50657	0.983
0.51117	1.0036
0.51578	0.98753
0.52038	0.98066
0.52499	1.0098
0.52959	1.0015
0.5342	1.0042
0.5388	1.0316
0.54341	0.98063
0.54802	1.0023
0.55262	0.99637
0.55723	1.009
0.56183	1.0102
0.56644	1.0091
0.57104	1.0005
0.57565	0.98506
0.58025	0.98894
0.58486	1.0009
0.58946	1.0075
0.59407	1.0153
0.59867	0.97642
0.60328	0.98613
0.60788	0.99661
0.61249	1.0119
0.61709	0.98758
0.6217	1.0061
0.6263	0.9968
0.63091	1.0164
0.63551	1.0035
0.64012	0.995
0.64472	0.9966
0.64933	1.0078
0.65393	1.0079
0.65854	1.0014
0.66314	1.0164
0.66775	0.99277
0.67235	1.0187
0.67696	0.99028
0.68157	0.99461
0.68617	1.0145
0.69078	0.99914
0.69538	0.99383
0.69999	1.001
0.70459	0.99206
0.7092	1.0103
0.7138	0.98877
0.71841	0.98741
0.72301	1.0003
0.72762	1.0034
0.73222	0.99882
0.73683	1.0022
0.74143	0.99419
0.74604	1.0014
0.75064	0.9925
0.75525	1.0235
0.75985	0.99705
0.76446	0.99169
0.76906	1.0024
0.77367	1.0057
0.77827	1.0095
0.78288	1.0047
0.78748	1.0213
0.79209	0.99657
0.79669	1.0195
0.8013	1.0131
0.8059	1.0076
0.81051	0.99124
0.81512 0.995
0.81972	1.0001
0.82433	1.0089
0.82893	1.0016
0.83354	1.0045
0.83814	0.99599
0.84275	1.0024
0.84735	0.99095
0.85196	0.99623
0.85656	1.0128
0.86117	1.0045
0.86577	0.98124
0.87038	1.0056
0.87498	0.99405
0.87959	0.99846
0.88419	1.0132
0.8888	1.0116
0.8934	0.98882
0.89801	1.0119

